Comentario,Aspecto,Polaridad
la estructura es correcta contiene todo lo requerido,estructura,2
los actores son los correctos,actores,2
la sintaxis es la correcta la funcionalidad escrita es correcta,sintaxis,2
la utilizacion de include esta de forma correcta la utilizacion de extends esta de forma correcta,include,2
los casos de uso describen la funcionalidad del sistema lo que se pretende hacer pero no hay retroalimentacion de datos entre casos de uso o registros pendientes,casos,1
los actores se encuentran bien definidos pero no ordenados correctamente,actores,1
hay casos de uso muy generales y no relacionan las funciones que deberia hacer el sistema solo esta de forma general,casos,0
no hace uso de la agregacion del medico al especialista unicamente asignan lo que hace cada actor mas no el registro o consulta de los datos,uso,0
la estructura es correcta se relacionan los caso de uso con los actores,estructura,2
los actores son necesarios en el sistema,actores,2
la sintaxis es la correcta la funcionalidad escrita es correcta,sintaxis,2
aplica include y extend pero no herencia,include,1
existen islas y los actores no estan relacionados de manera correcta con lo casos de usos no justifican de donde salen,islas,0
cumple con la cantidad de actores necesarios,cantidad,2
la sintaxis es adecuada pero hacen falta casos de usos necesarios que interactuan con los actores,sintaxis,1
el uso de herencia es correcto pero hay casos de usos que no se deben heredar el uso de extend no es el adecuado,uso,1
la estructura esta bien hecha los actores estan relacionados con sus casos el diagrama se hace ver con facilidad no esta desordenado,estructura,2
cada uno de los  actores son fundamentales para el sistema y se entiende claramente lo que representan,actores,2
la funcionalidad esta representada correctamente y todos los casos estan enumerados y estan descritos con verbo infinitivo  objeto pero la enumeracion se siente un poco fuera de lugar en los extends donde en lugar de ser la enumeracion siguiente de su include es  enumeraciones siguientes de su include,funcionalidad,1
se utilizan correctamente todos los include y extends no se incluye herencia porque el sistema no llama a la necesidad de utilizarla,include,1
la estructura que esta mostrando esta correcta pero tiene algunos casos de uso mal direccionados,estructura,1
si cuentan con los actores respectivos de los que se brindan en la informacion para realizar el diagrama de caso de uso,actores,2
existen algunos casos de usos mal direccionados y falta numeracion,casos,0
algunos extends que no deberian estar en la direccion que la han puesto le falta un poco mas de orden,extends,0
la estructura esta bien hecha los actores estan relacionados con sus casos el diagrama se hace ver con facilidad no esta desordenado,estructura,2
cada uno de los  actores son fundamentales para el sistema y se entiende claramente lo que representan,actores,2
la funcionalidad esta representada correctamente y todos los casos estan descritos con verbo infinitivo  objeto pero no se incluye numeracion,funcionalidad,1
se utilizan correctamente todos los include y extends incluye herencia y esta bien implementada,include,2
la estructura esta bien hecha los actores estan relacionados con sus casos el diagrama se hace ver con facilidad no esta desordenado,estructura,2
cada uno de los  actores son fundamentales para el sistema y se entiende claramente lo que representan,actores,2
la funcionalidad esta representada correctamente y todos los casos estan enumerados y estan descritos con verbo infinitivo  objeto,funcionalidad,2
se utilizan correctamente todos los include y extends la herencia esta bien implementada de empleado a gerente,include,2
la estructura del diagrama de casos de uso presenta de manera correcta a los actores pero falto mejorar la relacion entre ciertos casos de uso,estructura,1
cada actor involucrado en el diagrama de caso de uso se encuentra bien especificado,actor,2
falta mejorar la funcionalidad de ciertos casos de uso si presenta una correcta sintaxis,funcionalidad,1
varios include y extends no presenta una correcta justificacion,include,0
la estructura presentada es adecuada la relacion entre los actores y los casos de uso no es la correcta la asociacion entre actores y casos de uso va sin flechas,estructura,1
los actores descritos en el diagrama de casos de uso son los adecuados y necesarios para el sistema,actores,2
la funcionalidad descrita no es correcta algunos casos de uso no estan completos el diagrama de casos de uso presenta muchas islas,funcionalidad,0
la comunicacion entre actores y casos de uso no es la adecuada la herencia aplicada entre cliente y empleado no es correcta el tipo de flecha utilizada en la herencia no es correcta,comunicacion,0
el diseno o estructura no esta realizada correctamente ya que presenta islas en el actor gerente,diseno,0
los actores estan especificados y son necesarios en el sistema,actores,2
la funcionalidad se ve afectada en base al diseno ya que no es correcto pero tiene la sintaxis correcta,funcionalidad,1
se observa correcta aplicacion de include en el diagrama,aplicacion,2
todos los actores de encuentran involucrados no quedan casos de usos islas su estructura esta correcta los casos de usos se relacionan con sus actores,actores,2
los actores involucrados son los correctos son las personas involucradas a utilizar el sistema,actores,2
la funcionalidad tiene poco errores se encuentra bastante funcional y con lo respecta a la sintaxis todos los caso de usos descritos tienen el verbo en infinitivo mas objeto,funcionalidad,2
en el diagrama de caso de uso solo existe un extends por lo que considero que falta uno o dos casos de uso que mande a imprimir por ejemplo mande a imprimir el contrato generado para el cliente firme fisicamente los includes los considero correctamente aplicados y las herencias me parecen correctas ya que el gerente hereda las funciones de un empleado pero no viceversa,diagrama,1
el diseno esta bastante adecuado esta bien estructurado pero podria organizarlo de una forma mas clara y ordenada respecto a los casos de uso,diseno,1
si estan los actores que se necesitan en el sistema cumple con herencias  estan bien especificados,actores,2
todos los casos de usos estan completos si tienen numeracion y tienen una sintaxis adecuada,casos,2
la comunicacion esta bastante adecuada y utiliza herencia de forma correcta,comunicacion,2
la estructura del diseno  es correcta porque contiene los  actores involucrados y se encuentran correctamente relacionados entre si asi como todos los casos de usos,estructura,2
los nombres de los actores estan correctamente especificados tal cual se especifican en el planteamiento del ejercicio y son los necesarios para continuar en el proceso de la solucion del ejercicio,nombres,2
los casos de uso no contienen las funcionalidades en el orden correcto ejecutandose primero acciones antes que otras  la sintaxis del ejercicio esta correcta puesto que contiene la estructura correcta del verbo mas objeto,casos,1
se esta aplica el include extend y herencia de forma incorrecta en algunos casos de uso  la comunicacion implementada entre los casos de usos no justifican al  las funcionalidades,aplica,0
la estructura es correcta,estructura,2
los actores estan bien especificados y son necesarios en el sistema,actores,2
la sintaxis es correcta,sintaxis,2
se utilizan los extend de forma correcta,extend,2
casos de usos relacionados correctamente,casos,2
todos los actores son correctos,actores,2
